annee;siret;siren;nom_commune;code_insee;depenses_culturelles_totales_keur;depenses_culturelles_fonctionnement_keur;depenses_culturelles_investissement_keur;depenses_culturelles_totales_euros_par_habitant;depenses_culturelles_fonctionnement_euros_par_habitant;depenses_culturelles_investissement_euros_par_habitant;depenses_culturelles_totales_pct;depenses_culturelles_fonctionnement_pct;depenses_culturelles_investissement_pct;population_2023
2023;21800001600012;218000016;00000;80001;3053;1950;1103;131;84;47;0,104;0,083;0,188;23318
2023;21780003600014;217800036;00000;78003;354;303;51;100;85;14;0,075;0,072;0,1;3557
2023;21940001700014;219400017;00000;94001;904;384;520;152;65;88;0,097;0,056;0,216;5938
2023;21590002800014;215900028;00000;59002;306;300;7;72;70;2;0,084;0,089;0,023;4274
2023;21780005100179;217800051;00000;78005;2376;2185;191;109;100;9;0,061;0,074;0,019;21812
2023;21620004800017;216200048;00000;62004;1018;677;341;126;84;42;0,138;0,112;0,253;8091
2023;21350001000011;213500010;00000;35001;1305;502;802;186;72;114;0,124;0,094;0,155;7029
2023;20000871200016;200008712;00000;97601;6;6;0;1;1;0;0,001;0,001;0;5384
2023;21340003900011;213400039;00000;34003;6402;5538;864;216;187;29;0,074;0,083;0,042;29589
2023;21470001500016;214700015;00000;47001;3776;2790;986;114;84;30;0,065;0,064;0,069;33046
2023;21500002700015;215000027;00000;50002;539;520;18;115;111;4;0,147;0,16;0,044;4677
2023;21790003400018;217900034;00000;79003;471;468;3;85;85;1;0,099;0,117;0,005;5523
2023;20008463000017;200084630;00000;79185;152;145;6;31;30;1;0,029;0,039;0,004;4832
2023;21170003400013;211700034;00000;17003;847;44;803;192;10;182;0,155;0,014;0,363;4417
2023;21440002000019;214400020;00000;44002;89;64;24;21;15;6;0,023;0,024;0,02;4199
2023;21300003700019;213000037;00000;30003;1527;1513;14;175;173;2;0,097;0,107;0,01;8742
2023;21470004900015;214700049;00000;47004;232;210;21;53;48;5;0,032;0,044;0,009;4368
2023;21300006000011;213000060;00000;30006;106;102;4;18;18;1;0,013;0,016;0,003;5784
2023;20005576200013;200055762;00000;73006;34;34;0;8;8;0;0,002;0,004;0;4537
2023;21400001000014;214000010;00000;40001;177;145;32;26;22;5;0,026;0,031;0,015;6753
2023;21620014700017;216200147;00000;62014;1270;647;624;129;66;63;0,076;0,067;0,089;9869
2023;21130001700012;211300017;00000;13001;43916;36537;7380;292;243;49;0,173;0,187;0,126;150358
2023;21870010200013;218700102;00000;87001;482;419;63;82;71;11;0,06;0,072;0,028;5887
2023;21730008600014;217300086;00000;73008;4237;3809;429;134;120;14;0,079;0,093;0,034;31642
2023;21620019600014;216200196;00000;62019;250;224;26;63;57;7;0,053;0,057;0,034;3958
2023;20005884000014;200058840;00000;10003;612;50;563;171;14;157;0,14;0,015;0,584;3576
2023;21850003100016;218500031;00000;85003;104;100;4;10;10;0;0,01;0,012;0,002;10270
2023;21200004600012;212000046;00000;02004;16980;11778;5203;231;160;71;0,131;0,115;0,189;73483
2023;21200006100011;212000061;00000;02006;87;17;70;24;5;19;0,021;0,007;0,043;3633
2023;21800014900011;218000149;00000;80016;1052;858;194;105;86;19;0,093;0,098;0,076;9983
2023;21730011000012;217300110;00000;73011;1357;1247;110;67;61;5;0,04;0,059;0,009;20414
2023;21810004800014;218100048;00000;81004;9709;8310;1399;191;164;28;0,136;0,142;0,106;50783
2023;21610001600015;216100016;00000;61001;1739;1436;304;66;54;12;0,053;0,055;0,045;26464
2023;21660002300016;216600023;00000;66002;78;71;6;21;19;2;0,014;0,022;0,003;3717
2023;21300007800013;213000078;00000;30007;2267;1627;640;52;37;15;0,042;0,039;0,048;43492
2023;21940002500017;219400025;00000;94002;3823;3384;440;84;75;10;0,042;0,046;0,026;45317
2023;21570012100019;215700121;00000;57012;87;87;0;14;14;0;0,016;0,02;0;6157
2023;21560001600012;215600016;00000;56001;160;150;10;40;37;2;0,028;0,045;0,004;4008
2023;21190050100019;211900501;00000;19005;439;260;179;107;64;44;0,113;0,088;0,191;4096
2023;21130002500015;211300025;00000;13002;2996;811;2186;138;37;100;0,091;0,032;0,304;21769
2023;21590005100016;215900051;00000;59005;59;59;0;16;16;0;0,019;0,02;0;3593
2023;21380006300017;213800063;00000;38006;234;218;16;57;53;4;0,041;0,041;0,048;4106
2023;21740005000019;217400050;00000;74005;1;1;0;0;0;0;0;0;0;4885
2023;21720003900014;217200039;00000;72003;2289;2188;101;204;195;9;0,124;0,129;0,068;11207
2023;21680004500017;216800045;00000;68004;1106;1093;14;191;189;2;0,111;0,147;0,005;5787
2023;21330003100019;213300031;00000;33003;2109;1141;967;126;68;58;0,115;0,074;0,336;16753
2023;21870020100013;218700201;00000;87002;515;289;225;92;52;40;0,068;0,047;0,164;5625
2023;21010004600015;210100046;00000;01004;1848;1744;104;126;119;7;0,105;0,118;0,038;14662
2023;21630003800017;216300038;00000;63003;463;450;13;67;65;2;0,053;0,06;0,01;6877
2023;21740008400018;217400084;00000;74008;1385;1382;3;228;227;1;0,116;0,184;0,001;6080
2023;21370003200013;213700032;00000;37003;1554;1368;186;120;106;14;0,077;0,08;0,06;12936
2023;21660003100019;216600031;00000;66003;211;181;30;58;50;8;0,027;0,025;0,055;3632
2023;21800019800018;218000198;00000;80021;19;0;19;0;0;0;0;0;0,001;136808
2023;21450004300010;214500043;00000;45004;3346;2657;689;242;192;50;0,132;0,149;0,091;13858
2023;21570019600011;215700196;00000;57019;1747;1392;355;163;130;33;0,071;0,067;0,095;10739
2023;21690006800018;216900068;00000;69006;275;198;76;55;40;15;0,039;0,059;0,021;5018
2023;20008322800011;200083228;00000;44003;1122;1031;90;98;90;8;0,062;0,084;0,016;11479
2023;21330005600016;213300056;00000;33005;1374;1310;64;109;104;5;0,067;0,077;0,018;12569
2023;21780015000013;217800150;00000;78015;1395;1277;118;104;95;9;0,078;0,08;0,058;13385
2023;21420005700179;214200057;00000;42005;5787;4217;1569;564;411;153;0,197;0,227;0,146;10259
2023;21490007800012;214900078;00000;49007;31764;27851;3913;200;175;25;0,117;0,125;0,079;159103
2023;21910016100013;219100161;00000;91016;250;188;62;57;43;14;0,048;0,047;0,052;4427
2023;21640024200014;216400242;00000;64024;6226;5288;938;150;128;23;0,086;0,103;0,045;41388
2023;21160015000018;211600150;00000;16015;7935;6750;1185;184;157;28;0,093;0,097;0,077;43079
2023;21170010900013;211700109;00000;17010;175;142;32;42;34;8;0,042;0,047;0,028;4163
2023;21620032900011;216200329;00000;62032;528;204;324;109;42;67;0,089;0,052;0,161;4834
2023;21590008500014;215900085;00000;59008;686;650;36;68;65;4;0,052;0,058;0,018;10025
2023;21620033700014;216200337;00000;62033;83;81;2;19;18;0;0,018;0,024;0,001;4502
2023;20006340200016;200063402;00000;74010;34470;28832;5637;255;214;42;0,141;0,148;0,115;134942
2023;21740012600017;217400126;00000;74012;5843;5111;732;154;135;19;0,082;0,1;0,036;37859
2023;21260010000011;212600100;00000;26010;166;132;34;39;31;8;0,037;0,059;0,015;4218
2023;21620035200013;216200352;00000;62035;50;48;1;9;8;0;0,011;0,013;0,002;5857
2023;21590011900011;215900119;00000;59011;788;761;27;73;71;3;0,066;0,068;0,033;10787
2023;21070010000014;210700100;00000;07010;1536;1208;328;91;71;19;0,05;0,055;0,037;16962
2023;21690009200018;216900092;00000;69009;808;664;144;102;84;18;0,079;0,114;0,032;7907
2023;21971102500011;219711025;00000;97102;25;20;6;7;5;2;0,002;0,002;0,007;3929
2023;21060004500012;210600045;00000;06004;17859;16355;1504;236;216;20;0,081;0,104;0,023;75779
2023;21920002900011;219200029;00000;92002;7185;5597;1588;113;88;25;0,043;0,053;0,025;63639
2023;21590014300011;215900143;00000;59014;983;966;17;74;73;1;0,039;0,054;0,002;13270
2023;21973360700010;219733607;00000;97360;0;0;0;0;0;0;0;0;0;9603
2023;21380013900015;213800139;00000;38013;0;0;0;0;0;0;0;0;0;3562
2023;21840003400011;218400034;00000;84003;2152;2007;145;194;181;13;0,104;0,124;0,032;11116
2023;21300012800016;213000128;00000;30012;87;87;0;21;21;0;0,013;0,015;0;4229
2023;21330009800018;213300098;00000;33009;2148;1631;517;189;143;45;0,054;0,056;0,047;11391
2023;21940003300011;219400033;00000;94003;2647;2430;217;121;111;10;0,039;0,049;0,011;21962
2023;21360005900090;213600059;00000;36005;47;47;0;12;12;0;0,011;0,016;0;3905
2023;21620038600011;216200386;00000;62038;99;68;31;22;15;7;0,018;0,016;0,025;4453
2023;21330011400062;213300114;00000;33011;1268;1161;107;194;178;16;0,11;0,132;0,038;6536
2023;21660008000016;216600080;00000;66008;957;894;63;88;82;6;0,023;0,034;0,004;10844
2023;21140020500012;211400205;00000;14020;89;89;0;23;23;0;0,03;0,03;0;3829
2023;21610006500012;216100065;00000;61006;1674;1588;86;122;115;6;0,059;0,086;0,009;13765
2023;21950018800012;219500188;00000;95018;10298;7599;2699;94;70;25;0,051;0,046;0,07;109058
2023;21360006700085;213600067;00000;36006;389;324;64;77;64;13;0,054;0,06;0,037;5077
2023;21350006900017;213500069;00000;35006;376;355;22;81;76;5;0,054;0,102;0,006;4662
2023;21740019100011;217400191;00000;74019;270;134;136;71;36;36;0,042;0,027;0,093;3781
2023;21130004100012;211300041;00000;13004;10081;9234;847;195;179;16;0,097;0,106;0,05;51691
2023;21590017600011;215900176;00000;59017;3430;3079;351;134;120;14;0,091;0,094;0,07;25588
2023;21720008800011;217200088;00000;72008;578;556;21;102;99;4;0,057;0,079;0,007;5647
2023;21690013400018;216900134;00000;69013;27;27;0;7;7;0;0,003;0,01;0;4148
2023;21950019600130;219500196;00000;95019;1924;900;1024;133;62;71;0,087;0,061;0,142;14434
2023;21910021100016;219100211;00000;91021;408;385;23;36;34;2;0,021;0,032;0,003;11266
2023;21150012900013;211500129;00000;15012;48;48;0;7;7;0;0,007;0,01;0;6509
2023;21620040200016;216200402;00000;62040;1923;825;1097;199;86;114;0,133;0,078;0,279;9641
2023;21560003200019;215600032;00000;56003;646;587;59;113;103;10;0,069;0,091;0,021;5699
2023;21620041000019;216200410;00000;62041;11562;9800;1762;268;227;41;0,164;0,163;0,168;43133
2023;21330012200016;213300122;00000;33012;16;16;0;4;4;0;0,003;0,005;0;3923
2023;21570032900018;215700329;00000;57032;43;35;8;9;7;2;0,012;0,012;0,011;4743
2023;21330013000019;213300130;00000;33013;787;774;13;90;89;2;0,066;0,09;0,004;8740
2023;21170021600016;211700216;00000;17021;60;54;6;16;14;2;0,018;0,026;0,005;3746
2023;21640065500017;216400655;00000;64065;26;26;0;6;6;0;0,006;0,009;0;4483
2023;21920004500017;219200045;00000;92004;8404;7181;1223;95;81;14;0,055;0,065;0,03;88672
2023;21910027800015;219100278;00000;91027;105;79;26;3;2;1;0,002;0,001;0,003;35927
2023;20005864200014;200058642;00000;61007;0;0;0;0;0;0;0;0;0;4307
2023;21130005800016;211300058;00000;13005;6284;5873;412;132;123;9;0,078;0,081;0,05;47640
2023;21070019100013;210700191;00000;07019;4855;1193;3662;368;91;278;0,219;0,076;0,558;13177
2023;21590024200011;215900242;00000;59024;4;4;0;1;1;0;0,001;0,001;0;4661
2023;21780029100015;217800291;00000;78029;1814;1697;117;149;140;10;0,088;0,099;0,035;12164
2023;21930001900011;219300019;00000;93001;12335;11648;687;138;130;8;0,057;0,074;0,011;89559
2023;21630014500010;216300145;00000;63014;402;402;1;37;37;0;0,036;0,04;0,001;10756
2023;21840004200014;218400042;00000;84004;295;295;0;50;50;0;0,054;0,065;0;5920
2023;20005779200018;200057792;00000;85008;136;80;57;19;11;8;0,017;0,015;0,02;7146
2023;21180015600013;211800156;00000;18015;756;714;42;135;127;8;0,081;0,097;0,021;5623
2023;21120013400016;211200134;00000;12013;83;83;0;22;22;0;0,018;0,024;0;3777
2023;21590028300148;215900283;00000;59028;782;768;14;108;106;2;0,055;0,064;0,006;7236
2023;21310022500019;213100225;00000;31022;656;368;288;70;39;31;0,038;0,038;0,039;9340
2023;21320013200016;213200132;00000;32013;553;538;16;23;23;1;0,018;0,024;0,002;23624
2023;21620048500011;216200485;00000;62048;911;153;758;89;15;74;0,06;0,013;0,216;10263
2023;21620051900017;216200519;00000;62051;305;301;5;65;64;1;0,063;0,079;0,005;4686
2023;21330019700018;213300197;00000;33019;361;292;69;39;32;7;0,024;0,03;0,012;9267
2023;20005472400014;200054724;00000;29003;927;30;897;247;8;239;0,155;0,009;0,343;3756
2023;21250031800010;212500318;00000;25031;2124;1678;445;154;122;32;0,096;0,105;0,071;13763
2023;21620057600017;216200576;00000;62057;312;312;0;57;57;0;0,044;0,066;0;5480
2023;21570038600018;215700386;00000;57038;239;222;16;33;31;2;0,029;0,04;0,006;7172
2023;21630019400075;216300194;00000;63019;185;183;2;45;44;1;0,038;0,047;0,002;4142
2023;21930005000016;219300050;00000;93005;13435;13262;172;155;153;2;0,075;0,082;0,009;86873
2023;21590033300018;215900333;00000;59033;2798;1392;1407;310;154;156;0,185;0,127;0,34;9042
2023;21590032500014;215900325;00000;59032;666;622;43;92;86;6;0,085;0,093;0,038;7237
2023;20005646300017;200056463;00000;28015;752;563;188;119;89;30;0,092;0,093;0,09;6324
2023;21560007300013;215600073;00000;56007;3023;2654;370;208;182;25;0,139;0,151;0,09;14571
2023;21430012100016;214300121;00000;43012;809;172;637;130;28;102;0,127;0,037;0,383;6249
2023;21650047000010;216500470;00000;65047;486;86;399;60;11;49;0,065;0,017;0,158;8100
2023;21150014500019;211500145;00000;15014;4728;4468;260;175;166;10;0,103;0,125;0,025;26973
2023;21130007400013;211300074;00000;13007;485;330;155;38;26;12;0,029;0,027;0,036;12834
2023;21810021200016;218100212;00000;81021;130;127;4;22;21;1;0,019;0,029;0,001;5929
2023;21310032400010;213100324;00000;31032;296;287;8;40;39;1;0,03;0,033;0,007;7348
2023;21310033200013;213100332;00000;31033;1023;463;560;102;46;56;0,086;0,049;0,224;10062
2023;21710014800014;217100148;00000;71014;5030;2197;2834;354;155;199;0,248;0,153;0,476;14215
2023;21950039400016;219500394;00000;95039;737;659;78;107;96;11;0,075;0,091;0,031;6892
2023;21890024900010;218900249;00000;89024;14422;9446;4976;409;268;141;0,232;0,218;0,263;35244
2023;21210038200010;212100382;00000;21038;1517;144;1373;197;19;178;0,131;0,02;0,318;7709
2023;21310035700010;213100357;00000;31035;19;14;5;4;3;1;0,004;0,004;0,006;4322
2023;21890025600015;218900256;00000;89025;3138;2129;1009;473;321;152;0,263;0,203;0,695;6635
2023;21030013300019;210300133;00000;03013;396;396;0;96;96;0;0,064;0,079;0;4109
2023;21590037400012;215900374;00000;59037;2;2;0;1;1;0;0,001;0,001;0;3662
2023;21590036600018;215900366;00000;59036;501;487;14;117;113;3;0,069;0,089;0,008;4295
2023;21840007500014;218400075;00000;84007;16991;11421;5570;184;124;60;0,089;0,075;0,142;92277
2023;21620065900011;216200659;00000;62065;301;233;68;17;13;4;0,011;0,011;0,012;17812
2023;21770014500014;217700145;00000;77014;2823;1717;1106;205;125;80;0,155;0,113;0,373;13763
2023;20008364000017;200083640;00000;50025;1430;879;552;133;82;51;0,089;0,077;0,116;10785
2023;21490015100017;214900151;00000;49015;2321;1632;690;154;108;46;0,111;0,108;0,12;15118
2023;20005562200019;200055622;00000;51030;130;116;13;24;22;3;0,015;0,021;0,004;5338
2023;21170028100010;211700281;00000;17028;1153;494;660;121;52;69;0,097;0,052;0,278;9545
2023;21370014900064;213700149;00000;37014;261;260;1;73;73;0;0,072;0,084;0,003;3574
2023;21540039100011;215400391;00000;54039;162;142;20;38;34;5;0,026;0,027;0,022;4221
2023;21560008100081;215600081;00000;56008;260;197;63;57;43;14;0,04;0,045;0,029;4545
2023;20007722000016;200077220;00000;01025;56;55;1;13;13;0;0,021;0,024;0,002;4172
2023;21660011400013;216600114;00000;66011;52;52;0;12;12;0;0,015;0,016;0;4507
2023;21650059500014;216500595;00000;65059;1354;1025;328;185;140;45;0,097;0,095;0,103;7318
2023;21920007800216;219200078;00000;92007;1223;1214;9;29;29;0;0,012;0,015;0,001;42122
2023;21930006800018;219300068;00000;93006;1042;898;143;27;23;4;0,011;0,011;0,016;38571
2023;21300028400017;213000284;00000;30028;3085;1670;1415;168;91;77;0,099;0,07;0,193;18405
2023;21971103300015;219711033;00000;97103;4870;4870;0;158;158;0;0,063;0,07;0;30774
2023;21340022900018;213400229;00000;34022;278;268;10;36;35;1;0,026;0,032;0,005;7702
2023;21590043200018;215900432;00000;59043;1792;1745;47;118;114;3;0,106;0,112;0,033;15250
2023;21971104100018;219711041;00000;97104;98;94;3;19;18;1;0,008;0,013;0,001;5210
2023;21780043200015;217800432;00000;78043;157;106;52;41;28;14;0,028;0,026;0,032;3829
2023;21770018600018;217700186;00000;77018;112;108;4;15;15;1;0,008;0,01;0,001;7368
2023;21350012700013;213500127;00000;35012;583;273;311;77;36;41;0,057;0,036;0,111;7583
2023;21350013500016;213500135;00000;35013;196;171;25;54;47;7;0,055;0,066;0,026;3662
2023;21590044000011;215900440;00000;59044;110;62;48;22;12;10;0,029;0,019;0,1;5044
2023;21340023700011;213400237;00000;34023;538;538;0;75;75;0;0,027;0,038;0;7207
2023;21910044300064;219100443;00000;91044;677;374;303;144;79;64;0,086;0,067;0,132;4711
2023;21910045000010;219100450;00000;91045;1115;841;274;143;108;35;0,085;0,099;0,059;7812
2023;21370018000010;213700180;00000;37018;941;914;27;114;111;3;0,075;0,097;0,009;8225
2023;21310044900015;213100449;00000;31044;1143;617;526;66;36;30;0,055;0,036;0,153;17300
2023;21830009300018;218300093;00000;83009;1890;1200;690;223;142;81;0,081;0,067;0,126;8483
2023;20000872000019;200008720;00000;97602;23;23;0;2;2;0;0,001;0,002;0;14211
2023;20000873800011;200008738;00000;97603;778;516;262;74;49;25;0,04;0,046;0,033;10529
2023;21290004700078;212900047;00000;29004;261;237;24;45;41;4;0,046;0,052;0,022;5811
2023;21660016300010;216600163;00000;66016;100;86;14;21;18;3;0,01;0,012;0,005;4839
2023;21620080800014;216200808;00000;62080;306;303;3;75;75;1;0,058;0,08;0,002;4068
2023;21650062900011;216500629;00000;65062;30;30;0;8;8;0;0,01;0,012;0;3572
2023;21130010800019;211300108;00000;13010;231;141;90;53;32;21;0,035;0,032;0,043;4367
2023;21730029200018;217300292;00000;73029;43;41;2;8;8;1;0,007;0,009;0,001;5290
2023;21160028300017;211600283;00000;16028;341;337;4;69;68;1;0,065;0,092;0,003;4924
2023;21730030000019;217300300;00000;73030;729;112;617;202;31;171;0,109;0,043;0,15;3604
2023;21760057600011;217600576;00000;76057;1854;1480;375;149;119;30;0,086;0,09;0,073;12478
2023;21550029900015;215500299;00000;55029;1917;1401;516;127;93;34;0,104;0,103;0,106;15135
2023;21620083200014;216200832;00000;62083;229;182;47;31;24;6;0,03;0,028;0,038;7501
2023;21670021100016;216700211;00000;67021;834;810;24;113;110;3;0,076;0,129;0,005;7365
2023;21100031000014;211000310;00000;10033;2143;875;1268;431;176;255;0,213;0,163;0,27;4968
2023;21680021900018;216800219;00000;68021;77;75;2;19;18;1;0,017;0,02;0,002;4149
2023;21430020400010;214300204;00000;43020;122;71;51;27;16;11;0,028;0,027;0,029;4530
2023;21440009500128;214400095;00000;44009;616;599;17;64;62;2;0,054;0,075;0,005;9659
2023;21330032000016;213300320;00000;33032;1951;1538;413;261;206;55;0,109;0,12;0,08;7486
2023;21730031800011;217300318;00000;73031;209;191;19;40;37;4;0,037;0,049;0,011;5190
2023;21971105800012;219711058;00000;97105;844;587;257;84;58;25;0,035;0,027;0,103;10108
2023;20006515900010;200065159;00000;24026;308;112;196;69;25;44;0,059;0,033;0,106;4447
2023;21200032700016;212000327;00000;02032;9;9;0;2;2;0;0,002;0,003;0;4364
2023;21200033500019;212000335;00000;02033;9526;7421;2105;195;152;43;0,118;0,137;0,08;48928
2023;21560010700019;215600107;00000;56010;640;591;48;100;92;8;0,075;0,124;0,013;6427
2023;20005270200012;200052702;00000;49018;1073;971;102;90;81;9;0,053;0,074;0,014;11978
2023;21250047400011;212500474;00000;25047;343;297;46;67;58;9;0,059;0,072;0,026;5144
2023;21590052300014;215900523;00000;59052;128;67;61;25;13;12;0,027;0,016;0,131;5088
2023;21250048200014;212500482;00000;25048;106;105;0;29;29;0;0,024;0,036;0;3678
2023;21900008000016;219000080;00000;90008;226;223;4;48;47;1;0,06;0,068;0,008;4735
2023;21140047800015;211400478;00000;14047;2777;2607;170;214;201;13;0,144;0,178;0,036;12966
2023;21640102600366;216401026;00000;64102;20570;9370;11200;386;176;210;0,201;0,128;0,383;53296
2023;21330036100010;213300361;00000;33036;366;316;50;72;62;10;0,064;0,072;0,038;5064
2023;21310048000010;213100480;00000;31048;126;102;24;36;29;7;0,038;0,035;0,055;3502
2023;21300032600016;213000326;00000;30032;1165;1138;27;74;72;2;0,036;0,057;0,002;15800
2023;21950051900018;219500519;00000;95051;864;679;185;96;76;21;0,046;0,051;0,034;8993
2023;21900009800125;219000098;00000;90009;237;221;16;47;44;3;0,043;0,052;0,013;5081
2023;21490020100069;214900201;00000;49020;778;662;116;138;117;21;0,067;0,094;0,025;5635
2023;20005889900010;200058899;00000;49021;962;813;149;133;112;21;0,1;0,09;0,24;7242
2023;21450028200014;214500282;00000;45028;1169;1014;154;154;134;20;0,107;0,111;0,089;7571
2023;21060011000014;210600110;00000;06011;1293;385;908;341;102;240;0,13;0,048;0,483;3788
2023;21630032700014;216300327;00000;63032;732;638;94;68;59;9;0,07;0,075;0,046;10848
2023;21820013700014;218200137;00000;82013;263;206;57;67;52;15;0,048;0,055;0,032;3951
2023;21260037300014;212600373;00000;26037;32;20;12;7;5;3;0,01;0,008;0,018;4240
2023;21950052700011;219500527;00000;95052;722;690;32;75;71;3;0,053;0,063;0,013;9671
2023;21210054900014;212100549;00000;21054;8158;2690;5468;392;129;263;0,23;0,106;0,536;20808
2023;20005361900017;200053619;00000;49023;1597;1275;322;66;53;13;0,057;0,063;0,041;24167
2023;21620099800013;216200998;00000;62099;339;173;166;61;31;30;0,055;0,03;0,542;5571
2023;21380034500018;213800345;00000;38034;247;28;219;49;5;43;0,033;0,006;0,072;5088
2023;21060012800016;210600128;00000;06012;9294;1921;7373;700;145;555;0,228;0,083;0,421;13280
2023;20006469900016;200064699;00000;22209;72;72;0;18;18;0;0,014;0,019;0;4019
2023;21600056200019;216000562;00000;60057;5319;3561;1758;91;61;30;0,052;0,046;0,074;58306
2023;20007741000013;200077410;00000;26042;0;0;0;0;0;0;0;0;0;4150
2023;21850018900012;218500189;00000;85018;647;71;576;164;18;146;0,108;0,02;0,234;3950
2023;21300033400010;213000334;00000;30033;116;115;1;22;21;0;0,025;0,033;0,001;5378
2023;21310056300013;213100563;00000;31056;483;472;11;67;65;2;0,061;0,067;0,012;7216
2023;21340028600018;213400286;00000;34028;741;561;179;124;94;30;0,077;0,079;0,074;5952
2023;21840016600011;218400166;00000;84016;240;237;4;44;44;1;0,047;0,05;0,008;5432
2023;21350023400017;213500234;00000;35023;130;119;11;29;26;2;0,024;0,029;0,009;4533
2023;21220004200019;212200042;00000;22004;158;150;8;32;31;2;0,027;0,037;0,005;4901
2023;21330039500018;213300395;00000;33039;2854;2669;185;92;86;6;0,076;0,084;0,032;30890
2023;21570058400208;215700584;00000;57058;117;117;1;18;18;0;0,005;0,012;0;6635
2023;21900010600019;219000106;00000;90010;8508;5811;2697;184;126;58;0,093;0,088;0,106;46225
2023;21330042900015;213300429;00000;33042;157;154;2;26;26;0;0,02;0,027;0,001;5929
2023;21870110000016;218701100;00000;87011;439;439;0;117;117;0;0,085;0,092;0;3744
2023;21300034200013;213000342;00000;30034;292;283;9;38;37;1;0,03;0,035;0,006;7624
2023;21030023200019;210300232;00000;03023;820;678;141;90;75;16;0,092;0,096;0,075;9080
2023;21020063000015;210200630;00000;02064;72;70;3;19;18;1;0,025;0,027;0,011;3829
2023;20005521800016;200055218;00000;49345;152;100;52;26;17;9;0,034;0,03;0,047;5897
2023;20008257600014;200082576;00000;49060;5;5;0;2;2;0;0,001;0,002;0;3550
2023;20005770100019;200057701;00000;85019;27;27;0;4;4;0;0,004;0,007;0;6320
2023;20008441600011;200084416;00000;69019;579;474;106;43;35;8;0,041;0,044;0,031;13616
2023;21010034300016;210100343;00000;01034;2018;2018;0;211;211;0;0,17;0,189;0;9550
2023;21010031900016;210100319;00000;01031;36;35;1;9;9;0;0,007;0,01;0;3905
2023;21560013100019;215600131;00000;56013;92;90;3;24;23;1;0,018;0,027;0,001;3845
2023;21400036600010;214000366;00000;40036;14;13;1;4;3;0;0,004;0,005;0,001;3819
2023;21850020500016;218500205;00000;85020;183;160;23;44;39;6;0,049;0,058;0,022;4124
2023;21670028600091;216700286;00000;67028;759;232;527;128;39;89;0,163;0,071;0,378;5914
2023;21290006200010;212900062;00000;29006;333;296;37;88;78;10;0,036;0,087;0,006;3775
2023;21620108700014;216201087;00000;62108;2322;1548;774;169;112;56;0,071;0,067;0,08;13778
2023;21240037800015;212400378;00000;24037;3261;893;2368;120;33;87;0,074;0,027;0,205;27101
2023;21590067100011;215900671;00000;59067;1483;475;1008;409;131;278;0,3;0,137;0,683;3623
2023;21270056100013;212700561;00000;27056;1656;1401;255;167;141;26;0,092;0,106;0,054;9935
2023;21130014000012;211300140;00000;13014;5121;4484;637;368;323;46;0,1;0,111;0,06;13903
2023;21250056500016;212500565;00000;25056;28557;22254;6302;235;183;52;0,159;0,165;0,141;121519
2023;21340031000016;213400310;00000;34031;86;4;82;16;1;15;0,015;0,001;0,048;5445
2023;21950060000016;219500600;00000;95060;950;833;116;120;105;15;0,069;0,075;0,045;7933
2023;21310066200013;213100662;00000;31066;77;67;10;18;16;2;0,013;0,012;0,014;4258
2023;21510050400012;215100504;00000;51055;188;186;2;26;26;0;0,027;0,033;0,001;7257
2023;21250057300010;212500573;00000;25057;68;50;18;13;9;3;0,013;0,011;0,023;5404
2023;21620910600014;216209106;00000;62119;2272;1424;848;90;56;34;0,048;0,035;0,137;25314
2023;21670339700010;216703397;00000;67339;131;131;0;31;31;0;0,019;0,04;0;4235
2023;21350024200259;213500242;00000;35024;1737;873;864;134;68;67;0,118;0,076;0,264;12935
2023;21590079600123;215900796;00000;59079;5;5;0;1;1;0;0;0,001;0;6833
2023;21620126900018;216201269;00000;62126;568;559;10;61;60;1;0,059;0,071;0,006;9323
2023;21270065200010;212700652;00000;27065;619;567;52;131;120;11;0,108;0,117;0,059;4735
2023;21780062200011;217800622;00000;78062;2546;998;1548;331;130;201;0,203;0,103;0,545;7697
2023;21010043400013;210100434;00000;01043;444;94;350;90;19;71;0,052;0,018;0,108;4943
2023;21510053800044;215100538;00000;51058;901;537;365;251;149;102;0,157;0,205;0,117;3591
2023;21340032800018;213400328;00000;34032;12328;10654;1674;154;133;21;0,074;0,098;0,029;79873
2023;21950063400395;219500634;00000;95063;4167;3126;1041;130;98;33;0,068;0,061;0,1;31978
2023;21620128500014;216201285;00000;62128;13;6;7;3;1;2;0,003;0,002;0,007;4459
2023;21640122400011;216401224;00000;64122;4613;4318;295;174;162;11;0,068;0,08;0,021;26583
2023;21640125700011;216401257;00000;64125;453;136;317;62;19;43;0,03;0,013;0,066;7354
2023;21140068400018;211400684;00000;14068;0;0;0;0;0;0;0;0;0;3733
2023;21910064100014;219100641;00000;91064;325;302;23;67;62;5;0,027;0,034;0,007;4873
2023;21330051000012;213300510;00000;33051;817;696;121;73;62;11;0,051;0,057;0,031;11186
2023;21200037600013;212000376;00000;02037;986;731;255;125;93;33;0,086;0,085;0,089;7858
2023;21760095600015;217600956;00000;76095;260;257;3;31;31;0;0,026;0,03;0,002;8363
2023;21640129900013;216401299;00000;64129;607;449;158;45;33;12;0,033;0,029;0,055;13449
2023;21630040000019;216300400;00000;63040;171;105;67;35;21;14;0,024;0,024;0,025;4885
